id;timestamp;temperature;moisture;ph;conductivity;nitrogen;phosporus;kalium;node;real_n;real_p;real_k;real_fe;real_zn;real_cu;macro_now;micro_now;add_ma;add_mi;need_ma;need_mi
143;2025-05-21 22:34:07;26.6;942.8;4.0;3892782.0;200.0;62.0;155.0;4;106.8;33.1;82.8;40.3;46.0;72.2;222.8;158.5;83.2;-3.5;1;0
153;2025-05-21 22:35:23;26.5;92.3;4.1;500.0;200.0;62.0;155.0;4;106.8;33.1;82.8;3.9;2.5;0.7;222.8;7.1;83.2;147.9;1;1
157;2025-05-21 22:35:53;26.5;92.8;4.0;500.0;200.0;62.0;155.0;4;106.8;33.1;82.8;4.0;2.5;0.7;222.8;7.2;83.2;147.8;1;1
163;2025-05-21 22:36:38;26.5;932.3;4.1;3992782.0;200.0;62.0;155.0;4;106.8;33.1;82.8;39.8;46.2;73.7;222.8;159.7;83.2;-4.7;1;0
168;2025-05-21 22:37:16;26.5;92.1;4.0;500.0;200.0;62.0;155.0;4;106.8;33.1;82.8;3.9;2.5;0.7;222.8;7.1;83.2;147.9;1;1
182;2025-05-21 22:38:59;26.4;929.3;4.0;3892796.0;200.0;62.0;155.0;4;106.8;33.1;82.8;39.7;45.6;72.0;222.8;157.4;83.2;-2.4;1;0
188;2025-05-21 22:39:45;26.4;92.6;4.0;500.0;200.0;62.0;155.0;4;106.8;33.1;82.8;4.0;2.5;0.7;222.8;7.2;83.2;147.8;1;1
189;2025-05-21 22:39:52;26.4;92.6;4.0;500.0;200.0;62.0;155.0;4;106.8;33.1;82.8;4.0;2.5;0.7;222.8;7.2;83.2;147.8;1;1
192;2025-05-21 22:40:15;26.4;92.4;4.0;500.0;200.0;62.0;155.0;4;106.8;33.1;82.8;3.9;2.5;0.7;222.8;7.1;83.2;147.9;1;1
193;2025-05-21 22:40:22;26.4;932.3;4.0;3992796.0;200.0;62.0;155.0;4;106.8;33.1;82.8;39.8;46.2;73.7;222.8;159.8;83.2;-4.8;1;0
194;2025-05-21 22:40:30;26.4;882.3;4.0;4092796.0;215.0;58.0;160.0;4;114.9;31.0;85.5;37.7;45.4;74.7;231.3;157.9;74.7;-2.9;1;0
197;2025-05-21 22:40:53;26.4;942.0;4.0;3892796.0;215.0;58.0;160.0;4;114.9;31.0;85.5;40.3;46.0;72.2;231.3;158.4;74.7;-3.4;1;0
202;2025-05-21 22:41:30;26.4;92.4;4.0;500.0;215.0;58.0;160.0;4;114.9;31.0;85.5;3.9;2.5;0.7;231.3;7.1;74.7;147.9;1;1
207;2025-05-21 22:42:07;26.3;92.6;4.0;500.0;215.0;58.0;160.0;4;114.9;31.0;85.5;4.0;2.5;0.7;231.3;7.2;74.7;147.8;1;1
209;2025-05-21 22:42:21;26.3;92.1;4.0;500.0;215.0;58.0;160.0;4;114.9;31.0;85.5;3.9;2.5;0.7;231.3;7.1;74.7;147.9;1;1
210;2025-05-21 22:42:29;26.4;92.4;4.0;500.0;215.0;58.0;160.0;4;114.9;31.0;85.5;3.9;2.5;0.7;231.3;7.1;74.7;147.9;1;1
212;2025-05-21 22:42:44;26.3;92.1;4.0;500.0;215.0;58.0;160.0;4;114.9;31.0;85.5;3.9;2.5;0.7;231.3;7.1;74.7;147.9;1;1
217;2025-05-21 22:43:21;26.3;92.3;3.9;500.0;215.0;58.0;160.0;4;114.9;31.0;85.5;4.0;2.5;0.7;231.3;7.2;74.7;147.8;1;1
218;2025-05-21 22:43:29;26.3;92.6;3.9;500.0;215.0;58.0;160.0;4;114.9;31.0;85.5;4.0;2.5;0.7;231.3;7.2;74.7;147.8;1;1
221;2025-05-21 22:43:51;26.3;92.3;3.9;500.0;215.0;58.0;160.0;4;114.9;31.0;85.5;4.0;2.5;0.7;231.3;7.2;74.7;147.8;1;1
222;2025-05-21 22:43:59;26.3;921.8;3.9;3898696.0;215.0;58.0;160.0;4;114.9;31.0;85.5;39.4;45.5;72.1;231.3;157.0;74.7;-2.0;1;0
223;2025-05-21 22:44:06;26.3;930.1;3.9;3798696.0;215.0;58.0;160.0;4;114.9;31.0;85.5;39.8;45.2;70.6;231.3;155.5;74.7;-0.5;1;0
225;2025-05-21 22:44:22;26.3;92.1;3.9;500.0;215.0;58.0;160.0;4;114.9;31.0;85.5;4.0;2.5;0.7;231.3;7.2;74.7;147.8;1;1
228;2025-05-21 22:44:44;26.3;92.1;3.9;500.0;215.0;58.0;160.0;4;114.9;31.0;85.5;4.0;2.5;0.7;231.3;7.2;74.7;147.8;1;1
232;2025-05-21 22:45:15;26.3;91.5;3.9;500.0;215.0;58.0;160.0;4;114.9;31.0;85.5;3.9;2.5;0.7;231.3;7.1;74.7;147.9;1;1
237;2025-05-21 22:45:53;26.3;922.1;4.0;3896696.0;215.0;58.0;160.0;4;114.9;31.0;85.5;39.4;45.4;72.0;231.3;156.9;74.7;-1.9;1;0
239;2025-05-21 22:46:07;26.4;92.4;4.0;500.0;300.0;123.0;166.0;4;160.3;65.7;88.7;3.9;2.5;0.7;314.6;7.1;-8.6;147.9;0;1
245;2025-05-21 22:46:50;26.3;92.0;4.0;500.0;300.0;123.0;166.0;4;160.3;65.7;88.7;3.9;2.5;0.7;314.6;7.1;-8.6;147.9;0;1
247;2025-05-21 22:47:05;26.3;91.5;4.0;500.0;300.0;123.0;166.0;4;160.3;65.7;88.7;3.9;2.4;0.7;314.6;7.1;-8.6;147.9;0;1
251;2025-05-21 22:47:35;26.3;92.3;4.0;500.0;300.0;123.0;166.0;4;160.3;65.7;88.7;3.9;2.5;0.7;314.6;7.1;-8.6;147.9;0;1
253;2025-05-21 22:47:50;26.2;92.1;4.0;500.0;300.0;123.0;166.0;4;160.3;65.7;88.7;3.9;2.5;0.7;314.6;7.1;-8.6;147.9;0;1
260;2025-05-21 22:48:42;26.3;912.1;3.9;3896796.0;300.0;123.0;166.0;4;160.3;65.7;88.7;39.0;45.2;71.9;314.6;156.1;-8.6;-1.1;0;0
271;2025-05-21 22:50:02;26.2;92.1;3.9;500.0;300.0;123.0;166.0;4;160.3;65.7;88.7;4.0;2.5;0.7;314.6;7.2;-8.6;147.8;0;1
278;2025-05-21 22:50:55;26.2;92.4;3.8;500.0;300.0;123.0;166.0;4;160.3;65.7;88.7;4.0;2.5;0.8;314.6;7.3;-8.6;147.7;0;1
282;2025-05-21 22:51:25;26.2;92.1;3.8;500.0;300.0;123.0;166.0;4;160.3;65.7;88.7;4.0;2.5;0.8;314.6;7.2;-8.6;147.8;0;1
287;2025-05-21 22:52:02;26.2;91.5;3.8;500.0;300.0;123.0;166.0;4;160.3;65.7;88.7;4.0;2.5;0.7;314.6;7.2;-8.6;147.8;0;1
291;2025-05-21 22:52:31;26.2;930.4;3.8;3796796.0;300.0;123.0;166.0;4;160.3;65.7;88.7;39.8;45.2;70.5;314.6;155.5;-8.6;-0.5;0;0
303;2025-05-21 22:53:59;26.1;902.1;3.8;3996796.0;300.0;123.0;166.0;4;160.3;65.7;88.7;38.6;45.5;73.4;314.6;157.5;-8.6;-2.5;0;0
306;2025-05-21 22:54:21;26.1;91.5;3.8;500.0;300.0;123.0;166.0;4;160.3;65.7;88.7;4.0;2.5;0.7;314.6;7.2;-8.6;147.8;0;1
309;2025-05-21 22:54:44;26.1;92.1;3.8;500.0;300.0;123.0;166.0;4;160.3;65.7;88.7;4.0;2.5;0.8;314.6;7.2;-8.6;147.8;0;1
314;2025-05-21 22:55:22;26.1;92.1;3.8;500.0;300.0;123.0;166.0;4;160.3;65.7;88.7;4.0;2.5;0.8;314.6;7.2;-8.6;147.8;0;1
316;2025-05-21 22:55:37;26.1;92.1;3.8;500.0;300.0;123.0;166.0;4;160.3;65.7;88.7;4.0;2.5;0.8;314.6;7.2;-8.6;147.8;0;1
319;2025-05-21 22:55:58;26.1;92.0;3.8;500.0;300.0;123.0;166.0;4;160.3;65.7;88.7;4.0;2.5;0.8;314.6;7.2;-8.6;147.8;0;1
320;2025-05-21 22:56:06;26.1;92.4;3.8;500.0;300.0;123.0;166.0;4;160.3;65.7;88.7;4.0;2.5;0.8;314.6;7.3;-8.6;147.7;0;1
322;2025-05-21 22:56:21;26.1;92.1;3.8;500.0;300.0;123.0;166.0;4;160.3;65.7;88.7;4.0;2.5;0.8;314.6;7.2;-8.6;147.8;0;1
330;2025-05-21 22:57:20;26.1;932.1;3.8;3896799.0;300.0;123.0;166.0;4;160.3;65.7;88.7;39.9;45.7;72.2;314.6;157.8;-8.6;-2.8;0;0
341;2025-05-21 22:58:39;26.0;91.8;3.8;500.0;300.0;123.0;166.0;4;160.3;65.7;88.7;4.0;2.5;0.7;314.6;7.2;-8.6;147.8;0;1
345;2025-05-21 22:59:08;26.1;91.5;3.7;500.0;300.0;123.0;166.0;4;160.3;65.7;88.7;4.0;2.5;0.8;314.6;7.2;-8.6;147.8;0;1
346;2025-05-21 22:59:15;26.1;902.1;3.7;3996799.0;300.0;123.0;166.0;4;160.3;65.7;88.7;38.6;45.5;73.5;314.6;157.6;-8.6;-2.6;0;0
351;2025-05-21 22:59:51;26.1;92.1;3.8;500.0;300.0;123.0;166.0;4;160.3;65.7;88.7;4.0;2.5;0.8;314.6;7.2;-8.6;147.8;0;1
354;2025-05-21 23:00:13;26.0;92.3;3.8;500.0;300.0;123.0;166.0;4;160.3;65.7;88.7;4.0;2.5;0.8;314.6;7.3;-8.6;147.7;0;1
355;2025-05-21 23:00:21;26.0;911.8;3.8;3896799.0;300.0;123.0;166.0;4;160.3;65.7;88.7;39.0;45.2;71.9;314.6;156.2;-8.6;-1.2;0;0
358;2025-05-21 23:00:42;26.0;912.3;3.8;3896799.0;300.0;123.0;166.0;4;160.3;65.7;88.7;39.0;45.2;72.0;314.6;156.2;-8.6;-1.2;0;0
369;2025-05-21 23:02:02;26.0;92.1;3.8;500.0;300.0;123.0;166.0;4;160.3;65.7;88.7;4.0;2.5;0.8;314.6;7.2;-8.6;147.8;0;1
374;2025-05-21 23:02:38;26.0;92.0;3.8;500.0;300.0;123.0;166.0;4;160.3;65.7;88.7;4.0;2.5;0.8;314.6;7.2;-8.6;147.8;0;1
375;2025-05-21 23:02:46;26.0;92.1;3.8;500.0;300.0;123.0;166.0;4;160.3;65.7;88.7;4.0;2.5;0.8;314.6;7.2;-8.6;147.8;0;1
380;2025-05-21 23:03:23;26.0;92.0;3.8;500.0;300.0;123.0;166.0;4;160.3;65.7;88.7;4.0;2.5;0.8;314.6;7.2;-8.6;147.8;0;1
390;2025-05-21 23:04:37;25.9;931.3;3.8;3796799.0;300.0;123.0;166.0;4;160.3;65.7;88.7;39.9;45.2;70.6;314.6;155.6;-8.6;-0.6;0;0
393;2025-05-21 23:04:59;25.9;92.0;3.8;500.0;300.0;123.0;166.0;4;160.3;65.7;88.7;4.0;2.5;0.8;314.6;7.2;-8.6;147.8;0;1
394;2025-05-21 23:05:06;25.9;92.0;3.8;500.0;300.0;123.0;166.0;4;160.3;65.7;88.7;4.0;2.5;0.8;314.6;7.2;-8.6;147.8;0;1
398;2025-05-21 23:05:36;25.9;91.3;3.8;500.0;300.0;123.0;166.0;4;160.3;65.7;88.7;4.0;2.5;0.7;314.6;7.2;-8.6;147.8;0;1
401;2025-05-21 23:05:58;25.9;92.1;3.8;500.0;300.0;123.0;166.0;4;160.3;65.7;88.7;4.0;2.5;0.8;314.6;7.2;-8.6;147.8;0;1
406;2025-05-21 23:06:35;25.9;932.0;3.8;3886794.0;300.0;123.0;166.0;4;160.3;65.7;88.7;39.9;45.7;72.0;314.6;157.6;-8.6;-2.6;0;0
408;2025-05-21 23:06:50;25.9;921.5;3.8;3986794.0;300.0;123.0;166.0;4;160.3;65.7;88.7;39.4;45.9;73.5;314.6;158.9;-8.6;-3.9;0;0
412;2025-05-21 23:07:19;25.8;92.1;3.8;500.0;300.0;123.0;166.0;4;160.3;65.7;88.7;4.0;2.5;0.8;314.6;7.2;-8.6;147.8;0;1
420;2025-05-21 23:08:18;25.8;941.7;3.8;3786794.0;300.0;123.0;166.0;4;160.3;65.7;88.7;40.3;45.4;70.5;314.6;156.2;-8.6;-1.2;0;0
421;2025-05-21 23:08:25;25.8;92.0;3.8;500.0;300.0;123.0;166.0;4;160.3;65.7;88.7;4.0;2.5;0.8;314.6;7.2;-8.6;147.8;0;1
430;2025-05-21 23:09:32;25.9;92.0;3.8;500.0;300.0;123.0;166.0;4;160.3;65.7;88.7;4.0;2.5;0.8;314.6;7.2;-8.6;147.8;0;1
431;2025-05-21 23:09:40;25.9;91.5;3.8;500.0;300.0;123.0;166.0;4;160.3;65.7;88.7;4.0;2.5;0.7;314.6;7.2;-8.6;147.8;0;1
434;2025-05-21 23:10:03;25.8;939.5;8.0;3876794.0;300.0;123.0;166.0;4;160.3;65.7;88.7;39.1;45.2;71.4;314.6;155.6;-8.6;-0.6;0;0
435;2025-05-21 23:10:10;25.9;91.2;8.0;520.0;300.0;123.0;166.0;4;160.3;65.7;88.7;2.8;1.8;0.2;314.6;4.8;-8.6;150.2;0;1
436;2025-05-21 23:10:17;25.9;932.1;8.0;3976794.0;300.0;123.0;166.0;4;160.3;65.7;88.7;38.8;45.5;72.9;314.6;157.2;-8.6;-2.2;0;0
441;2025-05-21 23:10:55;25.8;91.3;8.0;520.0;300.0;123.0;166.0;4;160.3;65.7;88.7;2.8;1.8;0.2;314.6;4.8;-8.6;150.2;0;1
442;2025-05-21 23:11:02;25.8;92.0;8.0;520.0;300.0;123.0;166.0;4;160.3;65.7;88.7;2.9;1.8;0.2;314.6;4.9;-8.6;150.1;0;1
444;2025-05-21 23:11:17;25.8;91.8;8.0;520.0;300.0;123.0;166.0;4;160.3;65.7;88.7;2.9;1.8;0.2;314.6;4.9;-8.6;150.1;0;1
461;2025-05-21 23:13:23;25.8;932.1;8.0;3975694.0;300.0;123.0;166.0;4;160.3;65.7;88.7;38.8;45.5;72.9;314.6;157.1;-8.6;-2.1;0;0
467;2025-05-21 23:14:07;25.8;933.1;8.0;3875694.0;300.0;123.0;166.0;4;160.3;65.7;88.7;38.8;45.0;71.3;314.6;155.1;-8.6;-0.1;0;0
468;2025-05-21 23:14:14;25.8;91.5;8.0;520.0;300.0;123.0;166.0;4;160.3;65.7;88.7;2.8;1.8;0.2;314.6;4.8;-8.6;150.2;0;1
474;2025-05-21 23:14:58;25.8;931.5;8.0;3975691.0;300.0;123.0;166.0;4;160.3;65.7;88.7;38.7;45.5;72.9;314.6;157.1;-8.6;-2.1;0;0
477;2025-05-21 23:15:19;25.9;911.5;8.0;4075691.0;300.0;123.0;166.0;4;160.3;65.7;88.7;37.9;45.5;74.3;314.6;157.6;-8.6;-2.6;0;0
484;2025-05-21 23:16:10;25.8;91.8;8.0;520.0;300.0;123.0;166.0;4;160.3;65.7;88.7;2.9;1.8;0.2;314.6;4.9;-8.6;150.1;0;1
487;2025-05-21 23:16:33;25.8;971.3;8.0;3875691.0;300.0;123.0;166.0;4;160.3;65.7;88.7;40.4;46.0;71.7;314.6;158.1;-8.6;-3.1;0;0
503;2025-05-21 23:18:30;25.7;92.0;8.0;520.0;300.0;123.0;166.0;4;160.3;65.7;88.7;2.9;1.8;0.2;314.6;4.9;-8.6;150.1;0;1
508;2025-05-21 23:19:06;25.7;920.0;8.0;3985691.0;300.0;123.0;166.0;4;160.3;65.7;88.7;38.2;45.2;72.9;314.6;156.4;-8.6;-1.4;0;0
510;2025-05-21 23:19:21;25.8;928.0;8.0;3975671.0;300.0;123.0;166.0;4;160.3;65.7;88.7;38.6;45.4;72.8;314.6;156.8;-8.6;-1.8;0;0
514;2025-05-21 23:19:51;25.8;92.1;8.0;520.0;300.0;123.0;166.0;4;160.3;65.7;88.7;2.9;1.8;0.2;314.6;4.9;-8.6;150.1;0;1
516;2025-05-21 23:20:06;25.8;91.5;8.0;520.0;300.0;123.0;166.0;4;160.3;65.7;88.7;2.8;1.8;0.2;314.6;4.8;-8.6;150.2;0;1
518;2025-05-21 23:20:20;25.8;941.5;8.0;3985691.0;300.0;123.0;166.0;4;160.3;65.7;88.7;39.2;45.8;73.1;314.6;158.1;-8.6;-3.1;0;0
529;2025-05-21 23:21:43;25.8;91.3;8.0;520.0;300.0;123.0;166.0;4;160.3;65.7;88.7;2.8;1.8;0.2;314.6;4.8;-8.6;150.2;0;1
531;2025-05-21 23:21:58;25.7;92.0;8.0;520.0;300.0;123.0;166.0;4;160.3;65.7;88.7;2.9;1.8;0.2;314.6;4.9;-8.6;150.1;0;1
535;2025-05-21 23:22:27;25.8;931.5;8.0;3985687.0;300.0;123.0;166.0;4;160.3;65.7;88.7;38.7;45.5;73.0;314.6;157.3;-8.6;-2.3;0;0
536;2025-05-21 23:22:35;25.7;941.5;8.0;3885687.0;300.0;123.0;166.0;4;160.3;65.7;88.7;39.2;45.3;71.5;314.6;156.0;-8.6;-1.0;0;0
537;2025-05-21 23:22:43;25.8;91.8;8.0;520.0;300.0;123.0;166.0;4;160.3;65.7;88.7;2.9;1.8;0.2;314.6;4.9;-8.6;150.1;0;1
549;2025-05-21 23:24:13;25.7;92.0;8.0;520.0;300.0;123.0;166.0;4;160.3;65.7;88.7;2.9;1.8;0.2;314.6;4.9;-8.6;150.1;0;1
554;2025-05-21 23:24:49;25.7;921.3;8.0;3985287.0;300.0;123.0;166.0;4;160.3;65.7;88.7;38.3;45.3;72.9;314.6;156.5;-8.6;-1.5;0;0
557;2025-05-21 23:25:12;25.7;92.0;8.0;520.0;300.0;123.0;166.0;4;160.3;65.7;88.7;2.9;1.8;0.2;314.6;4.9;-8.6;150.1;0;1
570;2025-05-21 23:26:48;25.6;921.0;8.0;3985287.0;300.0;123.0;166.0;4;160.3;65.7;88.7;38.3;45.2;72.9;314.6;156.4;-8.6;-1.4;0;0
573;2025-05-21 23:27:10;25.6;91.8;8.0;520.0;300.0;123.0;166.0;4;160.3;65.7;88.7;2.9;1.8;0.2;314.6;4.9;-8.6;150.1;0;1
575;2025-05-21 23:27:24;25.6;91.5;8.0;520.0;300.0;123.0;166.0;4;160.3;65.7;88.7;2.8;1.8;0.2;314.6;4.8;-8.6;150.2;0;1
577;2025-05-21 23:27:39;25.6;92.0;8.0;520.0;300.0;123.0;166.0;4;160.3;65.7;88.7;2.9;1.8;0.2;314.6;4.9;-8.6;150.1;0;1
583;2025-05-21 23:28:24;25.6;930.0;8.0;3885290.0;300.0;123.0;166.0;4;160.3;65.7;88.7;38.7;45.0;71.4;314.6;155.0;-8.6;0.0;0;0
587;2025-05-21 23:28:55;25.7;91.3;8.0;520.0;300.0;123.0;166.0;4;160.3;65.7;88.7;2.8;1.8;0.2;314.6;4.8;-8.6;150.2;0;1
591;2025-05-21 23:29:25;25.6;91.0;8.0;520.0;300.0;123.0;166.0;4;160.3;65.7;88.7;2.8;1.8;0.2;314.6;4.8;-8.6;150.2;0;1
601;2025-05-21 23:30:37;25.6;931.3;3.7;3985282.0;300.0;123.0;166.0;4;160.3;65.7;88.7;39.9;46.2;73.6;314.6;159.7;-8.6;-4.7;0;0
603;2025-05-21 23:30:52;25.6;940.9;3.7;3885282.0;300.0;123.0;166.0;4;160.3;65.7;88.7;40.3;45.9;72.1;314.6;158.3;-8.6;-3.3;0;0
620;2025-05-21 23:32:57;25.6;92.1;3.6;520.0;300.0;123.0;166.0;4;160.3;65.7;88.7;4.0;2.5;0.8;314.6;7.3;-8.6;147.7;0;1
625;2025-05-21 23:33:35;25.6;90.7;3.6;520.0;300.0;123.0;166.0;4;160.3;65.7;88.7;4.0;2.5;0.8;314.6;7.2;-8.6;147.8;0;1
632;2025-05-21 23:34:26;25.6;91.3;3.6;520.0;300.0;123.0;166.0;4;160.3;65.7;88.7;4.0;2.5;0.8;314.6;7.3;-8.6;147.7;0;1
635;2025-05-21 23:34:48;25.6;922.5;3.6;3885289.0;300.0;123.0;166.0;4;160.3;65.7;88.7;39.5;45.5;71.9;314.6;156.9;-8.6;-1.9;0;0
639;2025-05-21 23:35:17;25.5;901.3;3.6;3985299.0;300.0;123.0;166.0;4;160.3;65.7;88.7;38.6;45.4;73.3;314.6;157.3;-8.6;-2.3;0;0
641;2025-05-21 23:35:33;25.5;91.5;3.6;520.0;300.0;123.0;166.0;4;160.3;65.7;88.7;4.0;2.5;0.8;314.6;7.3;-8.6;147.7;0;1
644;2025-05-21 23:35:55;25.5;921.3;3.6;3985291.0;300.0;123.0;166.0;4;160.3;65.7;88.7;39.5;46.0;73.5;314.6;158.9;-8.6;-3.9;0;0
647;2025-05-21 23:36:16;25.6;911.7;3.6;3885291.0;300.0;123.0;166.0;4;160.3;65.7;88.7;39.1;45.2;71.8;314.6;156.0;-8.6;-1.0;0;0
651;2025-05-21 23:36:46;25.6;91.5;3.6;520.0;300.0;123.0;166.0;4;160.3;65.7;88.7;4.0;2.5;0.8;314.6;7.3;-8.6;147.7;0;1
652;2025-05-21 23:36:53;25.5;911.3;3.6;3855287.0;300.0;123.0;166.0;4;160.3;65.7;88.7;39.1;45.0;71.3;314.6;155.4;-8.6;-0.4;0;0
654;2025-05-21 23:37:09;25.6;921.3;3.7;3885287.0;300.0;123.0;166.0;4;160.3;65.7;88.7;39.5;45.4;71.9;314.6;156.7;-8.6;-1.7;0;0
659;2025-05-21 23:37:46;25.5;91.3;3.7;520.0;300.0;123.0;166.0;4;160.3;65.7;88.7;4.0;2.5;0.8;314.6;7.2;-8.6;147.8;0;1
667;2025-05-21 23:38:46;25.6;91.5;3.7;520.0;300.0;123.0;166.0;4;160.3;65.7;88.7;4.0;2.5;0.8;314.6;7.2;-8.6;147.8;0;1
672;2025-05-21 23:39:24;25.5;91.2;3.6;520.0;300.0;123.0;166.0;4;160.3;65.7;88.7;4.0;2.5;0.8;314.6;7.3;-8.6;147.7;0;1
675;2025-05-21 23:39:45;25.5;91.3;3.6;520.0;300.0;123.0;166.0;4;160.3;65.7;88.7;4.0;2.5;0.8;314.6;7.3;-8.6;147.7;0;1
676;2025-05-21 23:39:52;25.5;91.0;3.6;520.0;300.0;123.0;166.0;4;160.3;65.7;88.7;4.0;2.5;0.8;314.6;7.3;-8.6;147.7;0;1
681;2025-05-21 23:40:30;25.6;91.3;3.7;520.0;300.0;123.0;166.0;4;160.3;65.7;88.7;4.0;2.5;0.8;314.6;7.2;-8.6;147.8;0;1
682;2025-05-21 23:40:37;25.6;91.5;3.7;520.0;300.0;123.0;166.0;4;160.3;65.7;88.7;4.0;2.5;0.8;314.6;7.2;-8.6;147.8;0;1
684;2025-05-21 23:40:52;25.6;91.5;3.7;520.0;300.0;123.0;166.0;4;160.3;65.7;88.7;4.0;2.5;0.8;314.6;7.2;-8.6;147.8;0;1
686;2025-05-21 23:41:07;25.6;952.1;3.7;3755287.0;300.0;123.0;166.0;4;160.3;65.7;88.7;40.8;45.5;70.1;314.6;156.4;-8.6;-1.4;0;0
691;2025-05-21 23:41:44;25.6;921.0;3.6;3955287.0;300.0;123.0;166.0;4;160.3;65.7;88.7;39.5;45.8;73.0;314.6;158.3;-8.6;-3.3;0;0
694;2025-05-21 23:42:06;25.6;91.5;3.6;520.0;300.0;123.0;166.0;4;160.3;65.7;88.7;4.0;2.5;0.8;314.6;7.3;-8.6;147.7;0;1
704;2025-05-21 23:43:18;25.6;91.5;3.6;520.0;300.0;123.0;166.0;4;160.3;65.7;88.7;4.0;2.5;0.8;314.6;7.3;-8.6;147.7;0;1
705;2025-05-21 23:43:26;25.6;91.5;3.6;520.0;300.0;123.0;166.0;4;160.3;65.7;88.7;4.0;2.5;0.8;314.6;7.3;-8.6;147.7;0;1
706;2025-05-21 23:43:34;25.6;91.5;3.6;520.0;300.0;123.0;166.0;4;160.3;65.7;88.7;4.0;2.5;0.8;314.6;7.3;-8.6;147.7;0;1
712;2025-05-21 23:44:16;25.6;91.5;3.6;520.0;300.0;123.0;166.0;4;160.3;65.7;88.7;4.0;2.5;0.8;314.6;7.3;-8.6;147.7;0;1
716;2025-05-21 23:44:45;25.5;91.5;3.6;520.0;300.0;123.0;166.0;4;160.3;65.7;88.7;4.0;2.5;0.8;314.6;7.3;-8.6;147.7;0;1
728;2025-05-21 23:46:19;25.6;911.0;3.6;3965287.0;300.0;123.0;166.0;4;160.3;65.7;88.7;39.0;45.6;73.1;314.6;157.7;-8.6;-2.7;0;0
730;2025-05-21 23:46:34;25.6;91.3;3.6;520.0;300.0;123.0;166.0;4;160.3;65.7;88.7;4.0;2.5;0.8;314.6;7.3;-8.6;147.7;0;1
733;2025-05-21 23:46:55;25.6;902.9;3.6;4065287.0;300.0;123.0;166.0;4;160.3;65.7;88.7;38.7;45.9;74.6;314.6;159.2;-8.6;-4.2;0;0
739;2025-05-21 23:47:39;25.6;940.6;3.6;3865287.0;300.0;123.0;166.0;4;160.3;65.7;88.7;40.3;45.8;71.8;314.6;157.9;-8.6;-2.9;0;0
742;2025-05-21 23:48:01;25.6;91.3;3.6;520.0;300.0;123.0;166.0;4;160.3;65.7;88.7;4.0;2.5;0.8;314.6;7.3;-8.6;147.7;0;1
743;2025-05-21 23:48:09;25.6;91.3;3.6;520.0;300.0;123.0;166.0;4;160.3;65.7;88.7;4.0;2.5;0.8;314.6;7.3;-8.6;147.7;0;1
762;2025-05-21 23:50:31;25.5;91.0;3.6;520.0;300.0;123.0;166.0;4;160.3;65.7;88.7;4.0;2.5;0.8;314.6;7.3;-8.6;147.7;0;1
765;2025-05-21 23:50:53;25.6;921.0;3.6;3865487.0;300.0;123.0;166.0;4;160.3;65.7;88.7;39.5;45.3;71.6;314.6;156.4;-8.6;-1.4;0;0
767;2025-05-21 23:51:08;25.5;91.3;3.6;520.0;300.0;123.0;166.0;4;160.3;65.7;88.7;4.0;2.5;0.8;314.6;7.3;-8.6;147.7;0;1
777;2025-05-21 23:52:24;25.6;90.6;3.6;520.0;300.0;123.0;166.0;4;160.3;65.7;88.7;4.0;2.5;0.8;314.6;7.2;-8.6;147.8;0;1
778;2025-05-21 23:52:31;25.6;912.0;3.6;4065487.0;300.0;123.0;166.0;4;160.3;65.7;88.7;39.1;46.1;74.7;314.6;159.9;-8.6;-4.9;0;0
780;2025-05-21 23:52:47;25.5;920.9;3.6;4053487.0;300.0;123.0;166.0;4;160.3;65.7;88.7;39.5;46.3;74.6;314.6;160.4;-8.6;-5.4;0;0
781;2025-05-21 23:52:54;25.5;941.0;3.6;3953487.0;300.0;123.0;166.0;4;160.3;65.7;88.7;40.3;46.3;73.2;314.6;159.8;-8.6;-4.8;0;0
787;2025-05-21 23:53:38;25.5;91.0;3.5;520.0;300.0;123.0;166.0;4;160.3;65.7;88.7;4.0;2.5;0.8;314.6;7.3;-8.6;147.7;0;1
788;2025-05-21 23:53:45;25.5;91.3;3.5;520.0;300.0;123.0;166.0;4;160.3;65.7;88.7;4.0;2.5;0.8;314.6;7.3;-8.6;147.7;0;1
789;2025-05-21 23:53:52;25.6;910.7;3.5;3923487.0;300.0;123.0;166.0;4;160.3;65.7;88.7;39.1;45.4;72.4;314.6;156.8;-8.6;-1.8;0;0
793;2025-05-21 23:54:22;25.5;90.6;3.5;520.0;300.0;123.0;166.0;4;160.3;65.7;88.7;4.0;2.5;0.8;314.6;7.3;-8.6;147.7;0;1
804;2025-05-21 23:55:44;25.5;91.0;3.4;520.0;300.0;123.0;166.0;4;160.3;65.7;88.7;4.0;2.5;0.8;314.6;7.4;-8.6;147.6;0;1
806;2025-05-21 23:55:58;25.5;91.3;3.4;520.0;300.0;123.0;166.0;4;160.3;65.7;88.7;4.1;2.5;0.8;314.6;7.4;-8.6;147.6;0;1
807;2025-05-21 23:56:06;25.5;91.0;3.4;520.0;300.0;123.0;166.0;4;160.3;65.7;88.7;4.0;2.5;0.8;314.6;7.4;-8.6;147.6;0;1
808;2025-05-21 23:56:13;25.6;90.9;3.4;520.0;300.0;123.0;166.0;4;160.3;65.7;88.7;4.0;2.5;0.8;314.6;7.4;-8.6;147.6;0;1
